,id,street_id,activity,task_description,status,street,start_year,stop_date_actual,route_ahead,route_back,program_year,geometry,Length of Paved Road (meters)
280,683041643,5996,Mill and Overlay,,Completed,SENECA ST,2009,2009-05-15,FORBES AVE,WATSON ST,,"LINESTRING (-79.97592005907694 40.43770560352642, -79.9759407975836 40.43743559377703, -79.97595391478339 40.43726132196935)",49.41794491824854
281,683041643,5996,Mill and Overlay,,Completed,SENECA ST,2009,2009-05-15,FORBES AVE,WATSON ST,,"LINESTRING (-79.97592005907694 40.43770560352642, -79.9759407975836 40.43743559377703, -79.97595391478339 40.43726132196935)",49.41794491824854
282,1154674175,12448,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,EARLHAM ST,ELRAMA WAY,,"LINESTRING (-80.05762156557135 40.43974200274277, -80.0578737343497 40.4399564694167, -80.05796121229207 40.44003160817341)",43.180970212909
283,1154674175,12448,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,EARLHAM ST,ELRAMA WAY,,"LINESTRING (-80.05762156557135 40.43974200274277, -80.0578737343497 40.4399564694167, -80.05796121229207 40.44003160817341)",43.180970212909
284,404110050,12448,Mill and Overlay,,Completed,CLAIRTONIC ST,2013,2013-05-31,EARLHAM ST,ELRAMA WAY,,"LINESTRING (-80.05762156557135 40.43974200274277, -80.0578737343497 40.4399564694167, -80.05796121229207 40.44003160817341)",43.180970212909
285,404110050,12448,Mill and Overlay,,Completed,CLAIRTONIC ST,2013,2013-05-31,EARLHAM ST,ELRAMA WAY,,"LINESTRING (-80.05762156557135 40.43974200274277, -80.0578737343497 40.4399564694167, -80.05796121229207 40.44003160817341)",43.180970212909
286,1308593522,11299,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FRANKSTOWN AVE,FELICIA WAY,,"LINESTRING (-79.89019360873124 40.45551067282342, -79.89009180355839 40.45577151964533, -79.89002087617682 40.45595765880537)",51.75248487574589
287,1308593522,11299,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FRANKSTOWN AVE,FELICIA WAY,,"LINESTRING (-79.89019360873124 40.45551067282342, -79.89009180355839 40.45577151964533, -79.89002087617682 40.45595765880537)",51.75248487574589
288,487052374,11299,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,FRANKSTOWN AVE,FELICIA WAY,,"LINESTRING (-79.89019360873124 40.45551067282342, -79.89009180355839 40.45577151964533, -79.89002087617682 40.45595765880537)",51.75248487574589
289,487052374,11299,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,FRANKSTOWN AVE,FELICIA WAY,,"LINESTRING (-79.89019360873124 40.45551067282342, -79.89009180355839 40.45577151964533, -79.89002087617682 40.45595765880537)",51.75248487574589
290,1299358290,10042,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,DEAD END,ROUND TOP ST,,"LINESTRING (-80.05857341236157 40.44056667838863, -80.05882581470189 40.44078774684714, -80.05905750189176 40.44099421039007)",62.77536318117751
291,1299358290,10042,Base Repair,,Completed,CLAIRTONIC ST,2013,2013-05-31,DEAD END,ROUND TOP ST,,"LINESTRING (-80.05857341236157 40.44056667838863, -80.05882581470189 40.44078774684714, -80.05905750189176 40.44099421039007)",62.77536318117751
292,797059563,10042,Mill and Overlay,,Completed,CLAIRTONIC ST,2013,2013-05-31,DEAD END,ROUND TOP ST,,"LINESTRING (-80.05857341236157 40.44056667838863, -80.05882581470189 40.44078774684714, -80.05905750189176 40.44099421039007)",62.77536318117751
293,797059563,10042,Mill and Overlay,,Completed,CLAIRTONIC ST,2013,2013-05-31,DEAD END,ROUND TOP ST,,"LINESTRING (-80.05857341236157 40.44056667838863, -80.05882581470189 40.44078774684714, -80.05905750189176 40.44099421039007)",62.77536318117751
294,1307208950,5074,Base Repair,,Completed,BENNINGTON AVE,2014,2014-06-06,PLAINFIELD ST,MAYNARD ST,,"LINESTRING (-79.93292713873663 40.44309999141797, -79.93277968477432 40.44284689945547, -79.93263642235111 40.44258446079113, -79.93249794974501 40.44233119870454, -79.93235947444398 40.44207785088818, -79.93222100453283 40.44182458826024, -79.93213157365304 40.4416707944136)",172.46858868693
295,1307208950,5074,Base Repair,,Completed,BENNINGTON AVE,2014,2014-06-06,PLAINFIELD ST,MAYNARD ST,,"LINESTRING (-79.93292713873663 40.44309999141797, -79.93277968477432 40.44284689945547, -79.93263642235111 40.44258446079113, -79.93249794974501 40.44233119870454, -79.93235947444398 40.44207785088818, -79.93222100453283 40.44182458826024, -79.93213157365304 40.4416707944136)",172.46858868693
296,850915910,5074,Mill and Overlay,,Completed,BENNINGTON AVE,2014,2014-06-06,PLAINFIELD ST,MAYNARD ST,,"LINESTRING (-79.93292713873663 40.44309999141797, -79.93277968477432 40.44284689945547, -79.93263642235111 40.44258446079113, -79.93249794974501 40.44233119870454, -79.93235947444398 40.44207785088818, -79.93222100453283 40.44182458826024, -79.93213157365304 40.4416707944136)",172.46858868693
297,850915910,5074,Mill and Overlay,,Completed,BENNINGTON AVE,2014,2014-06-06,PLAINFIELD ST,MAYNARD ST,,"LINESTRING (-79.93292713873663 40.44309999141797, -79.93277968477432 40.44284689945547, -79.93263642235111 40.44258446079113, -79.93249794974501 40.44233119870454, -79.93235947444398 40.44207785088818, -79.93222100453283 40.44182458826024, -79.93213157365304 40.4416707944136)",172.46858868693
298,1852141440,16070,Base Repair,,Completed,SERENE ST,2009,2009-07-24,BADER ST,JOBO WAY,,"LINESTRING (-79.98874712727341 40.46495034807808, -79.98840518266218 40.46501935235303, -79.98828955062051 40.46504227083818)",40.12793129993116
299,1852141440,16070,Base Repair,,Completed,SERENE ST,2009,2009-07-24,BADER ST,JOBO WAY,,"LINESTRING (-79.98874712727341 40.46495034807808, -79.98840518266218 40.46501935235303, -79.98828955062051 40.46504227083818)",40.12793129993116
300,1345696240,16070,Mill and Overlay,,Completed,SERENE ST,2009,2009-07-24,BADER ST,JOBO WAY,,"LINESTRING (-79.98874712727341 40.46495034807808, -79.98840518266218 40.46501935235303, -79.98828955062051 40.46504227083818)",40.12793129993116
301,1345696240,16070,Mill and Overlay,,Completed,SERENE ST,2009,2009-07-24,BADER ST,JOBO WAY,,"LINESTRING (-79.98874712727341 40.46495034807808, -79.98840518266218 40.46501935235303, -79.98828955062051 40.46504227083818)",40.12793129993116
302,411994882,3463,Base Repair,,Completed,FERNDALE ST,2010,2010-10-26,LAWNDALE ST,OZAN WAY,,"LINESTRING (-79.88305938008591 40.45931916048295, -79.88269312257154 40.45933201093431, -79.8823340381047 40.45934429886435, -79.88197483416192 40.45933865385327, -79.88195232058428 40.45933718091474, -79.88184799833201 40.45932057190704, -79.88171830855445 40.45922643156376)",118.1900793572311
303,411994882,3463,Base Repair,,Completed,FERNDALE ST,2010,2010-10-26,LAWNDALE ST,OZAN WAY,,"LINESTRING (-79.88305938008591 40.45931916048295, -79.88269312257154 40.45933201093431, -79.8823340381047 40.45934429886435, -79.88197483416192 40.45933865385327, -79.88195232058428 40.45933718091474, -79.88184799833201 40.45932057190704, -79.88171830855445 40.45922643156376)",118.1900793572311
304,1675406703,3463,Mill and Overlay,,Completed,FERNDALE ST,2010,2010-10-26,LAWNDALE ST,OZAN WAY,,"LINESTRING (-79.88305938008591 40.45931916048295, -79.88269312257154 40.45933201093431, -79.8823340381047 40.45934429886435, -79.88197483416192 40.45933865385327, -79.88195232058428 40.45933718091474, -79.88184799833201 40.45932057190704, -79.88171830855445 40.45922643156376)",118.1900793572311
305,1675406703,3463,Mill and Overlay,,Completed,FERNDALE ST,2010,2010-10-26,LAWNDALE ST,OZAN WAY,,"LINESTRING (-79.88305938008591 40.45931916048295, -79.88269312257154 40.45933201093431, -79.8823340381047 40.45934429886435, -79.88197483416192 40.45933865385327, -79.88195232058428 40.45933718091474, -79.88184799833201 40.45932057190704, -79.88171830855445 40.45922643156376)",118.1900793572311
306,785132576,19923,Base Repair,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST,,"LINESTRING (-79.95177657637822 40.45149396981393, -79.9518019663614 40.45153531806511, -79.95197046964745 40.45181106926267, -79.95201776594718 40.45188353361451)",47.85524714849474
307,785132576,19923,Base Repair,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST,,"LINESTRING (-79.95177657637822 40.45149396981393, -79.9518019663614 40.45153531806511, -79.95197046964745 40.45181106926267, -79.95201776594718 40.45188353361451)",47.85524714849474
308,786451626,19923,Superpave,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST,,"LINESTRING (-79.95177657637822 40.45149396981393, -79.9518019663614 40.45153531806511, -79.95197046964745 40.45181106926267, -79.95201776594718 40.45188353361451)",47.85524714849474
309,786451626,19923,Superpave,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST,,"LINESTRING (-79.95177657637822 40.45149396981393, -79.9518019663614 40.45153531806511, -79.95197046964745 40.45181106926267, -79.95201776594718 40.45188353361451)",47.85524714849474
310,1794854369,3753,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,BETHESDA ST,MELODY ST,,"LINESTRING (-79.97940654376382 40.38248313003857, -79.97968900912343 40.38243068957684, -79.98005946177021 40.38236750107905, -79.98041908792115 40.38234347871852, -79.98056928174506 40.38233834592738)",100.333379927584
311,1794854369,3753,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,BETHESDA ST,MELODY ST,,"LINESTRING (-79.97940654376382 40.38248313003857, -79.97968900912343 40.38243068957684, -79.98005946177021 40.38236750107905, -79.98041908792115 40.38234347871852, -79.98056928174506 40.38233834592738)",100.333379927584
312,425062551,3753,Superpave,,Completed,STEWART AVE,2010,2010-06-30,BETHESDA ST,MELODY ST,,"LINESTRING (-79.97940654376382 40.38248313003857, -79.97968900912343 40.38243068957684, -79.98005946177021 40.38236750107905, -79.98041908792115 40.38234347871852, -79.98056928174506 40.38233834592738)",100.333379927584
313,425062551,3753,Superpave,,Completed,STEWART AVE,2010,2010-06-30,BETHESDA ST,MELODY ST,,"LINESTRING (-79.97940654376382 40.38248313003857, -79.97968900912343 40.38243068957684, -79.98005946177021 40.38236750107905, -79.98041908792115 40.38234347871852, -79.98056928174506 40.38233834592738)",100.333379927584
314,793648320,13039,Base Repair,,Completed,HOLCOMB AVE,2013,2013-09-25,BARBADOES AVE,ROCKFORD AVE,,"LINESTRING (-80.01191766355254 40.38413963256779, -80.01224375020405 40.38411925727601, -80.01261875012275 40.38408513650047, -80.0127003548798 40.38408250756117)",66.78407354207086
315,793648320,13039,Base Repair,,Completed,HOLCOMB AVE,2013,2013-09-25,BARBADOES AVE,ROCKFORD AVE,,"LINESTRING (-80.01191766355254 40.38413963256779, -80.01224375020405 40.38411925727601, -80.01261875012275 40.38408513650047, -80.0127003548798 40.38408250756117)",66.78407354207086
316,806459096,13039,Mill and Overlay,,Completed,HOLCOMB AVE,2013,2013-09-25,BARBADOES AVE,ROCKFORD AVE,,"LINESTRING (-80.01191766355254 40.38413963256779, -80.01224375020405 40.38411925727601, -80.01261875012275 40.38408513650047, -80.0127003548798 40.38408250756117)",66.78407354207086
317,806459096,13039,Mill and Overlay,,Completed,HOLCOMB AVE,2013,2013-09-25,BARBADOES AVE,ROCKFORD AVE,,"LINESTRING (-80.01191766355254 40.38413963256779, -80.01224375020405 40.38411925727601, -80.01261875012275 40.38408513650047, -80.0127003548798 40.38408250756117)",66.78407354207086
318,624509315,12039,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,MELODY ST,WINDFALL WAY,,"LINESTRING (-79.977989755932 40.38267750070967, -79.97833116963886 40.38263195450001, -79.97868464861835 40.38258480225808, -79.97903813029275 40.38253773278088, -79.97935684267409 40.38249049562234)",117.9330485858793
319,624509315,12039,Base Repair,,Completed,STEWART AVE,2010,2010-06-30,MELODY ST,WINDFALL WAY,,"LINESTRING (-79.977989755932 40.38267750070967, -79.97833116963886 40.38263195450001, -79.97868464861835 40.38258480225808, -79.97903813029275 40.38253773278088, -79.97935684267409 40.38249049562234)",117.9330485858793
320,936913312,12039,Superpave,,Completed,STEWART AVE,2010,2010-06-30,MELODY ST,WINDFALL WAY,,"LINESTRING (-79.977989755932 40.38267750070967, -79.97833116963886 40.38263195450001, -79.97868464861835 40.38258480225808, -79.97903813029275 40.38253773278088, -79.97935684267409 40.38249049562234)",117.9330485858793
321,936913312,12039,Superpave,,Completed,STEWART AVE,2010,2010-06-30,MELODY ST,WINDFALL WAY,,"LINESTRING (-79.977989755932 40.38267750070967, -79.97833116963886 40.38263195450001, -79.97868464861835 40.38258480225808, -79.97903813029275 40.38253773278088, -79.97935684267409 40.38249049562234)",117.9330485858793
322,2131077743,7150,Base Repair,,Completed,JILLSON AVE,2013,2013-10-02,KENILWORTH ST,PARQUET ST,,"LINESTRING (-80.02664143913145 40.39652795576218, -80.02642998918832 40.39630172366299, -80.02632149066829 40.39618621625823)",46.66740373031881
323,2131077743,7150,Base Repair,,Completed,JILLSON AVE,2013,2013-10-02,KENILWORTH ST,PARQUET ST,,"LINESTRING (-80.02664143913145 40.39652795576218, -80.02642998918832 40.39630172366299, -80.02632149066829 40.39618621625823)",46.66740373031881
324,1812711038,7150,Mill and Overlay,,Completed,JILLSON AVE,2013,2013-10-02,KENILWORTH ST,PARQUET ST,,"LINESTRING (-80.02664143913145 40.39652795576218, -80.02642998918832 40.39630172366299, -80.02632149066829 40.39618621625823)",46.66740373031881
325,1812711038,7150,Mill and Overlay,,Completed,JILLSON AVE,2013,2013-10-02,KENILWORTH ST,PARQUET ST,,"LINESTRING (-80.02664143913145 40.39652795576218, -80.02642998918832 40.39630172366299, -80.02632149066829 40.39618621625823)",46.66740373031881
326,1495684216,4366,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-06-22,ELLSWORTH PL,COLONIAL PL,,"LINESTRING (-79.93923921845415 40.45188379337259, -79.9389108015728 40.4519952131078, -79.93879615318633 40.45203436678297)",41.1358180762451
327,1495684216,4366,Base Repair,,Completed,ELLSWORTH AVE,2009,2009-06-22,ELLSWORTH PL,COLONIAL PL,,"LINESTRING (-79.93923921845415 40.45188379337259, -79.9389108015728 40.4519952131078, -79.93879615318633 40.45203436678297)",41.1358180762451
328,1780468073,4366,Superpave,,Completed,ELLSWORTH AVE,2009,2009-06-22,ELLSWORTH PL,COLONIAL PL,,"LINESTRING (-79.93923921845415 40.45188379337259, -79.9389108015728 40.4519952131078, -79.93879615318633 40.45203436678297)",41.1358180762451
329,1780468073,4366,Superpave,,Completed,ELLSWORTH AVE,2009,2009-06-22,ELLSWORTH PL,COLONIAL PL,,"LINESTRING (-79.93923921845415 40.45188379337259, -79.9389108015728 40.4519952131078, -79.93879615318633 40.45203436678297)",41.1358180762451
330,980479639,6181,Base Repair,,Completed,NORTHUMBERLAND ST,2009,2009-08-11,SHADY AVE,ASBURY PL,,"LINESTRING (-79.92093430180856 40.44169214020098, -79.92057621626833 40.44173250246698, -79.9202208175891 40.44177255637048, -79.91990233068491 40.44181500516862)",88.61665354086603
331,980479639,6181,Base Repair,,Completed,NORTHUMBERLAND ST,2009,2009-08-11,SHADY AVE,ASBURY PL,,"LINESTRING (-79.92093430180856 40.44169214020098, -79.92057621626833 40.44173250246698, -79.9202208175891 40.44177255637048, -79.91990233068491 40.44181500516862)",88.61665354086603
332,2072618171,6181,Superpave,,Completed,NORTHUMBERLAND ST,2009,2009-08-11,SHADY AVE,ASBURY PL,,"LINESTRING (-79.92093430180856 40.44169214020098, -79.92057621626833 40.44173250246698, -79.9202208175891 40.44177255637048, -79.91990233068491 40.44181500516862)",88.61665354086603
333,2072618171,6181,Superpave,,Completed,NORTHUMBERLAND ST,2009,2009-08-11,SHADY AVE,ASBURY PL,,"LINESTRING (-79.92093430180856 40.44169214020098, -79.92057621626833 40.44173250246698, -79.9202208175891 40.44177255637048, -79.91990233068491 40.44181500516862)",88.61665354086603
334,1840725515,5024,Base Repair,,Completed,MONITOR ST,2014,2014-05-30,SALINE ST,MONITOR ST,,"LINESTRING (-79.92632211571004 40.4255041325416, -79.92595586807711 40.4254356716893, -79.92589313602586 40.42542692396949, -79.92582943918403 40.42542462830832, -79.9257659076322 40.42542882505318, -79.92570367145099 40.42543943966394)",53.64226514660588
335,1840725515,5024,Base Repair,,Completed,MONITOR ST,2014,2014-05-30,SALINE ST,MONITOR ST,,"LINESTRING (-79.92632211571004 40.4255041325416, -79.92595586807711 40.4254356716893, -79.92589313602586 40.42542692396949, -79.92582943918403 40.42542462830832, -79.9257659076322 40.42542882505318, -79.92570367145099 40.42543943966394)",53.64226514660588
336,1241950528,5024,Superpave,,Completed,MONITOR ST,2014,2014-05-30,SALINE ST,MONITOR ST,,"LINESTRING (-79.92632211571004 40.4255041325416, -79.92595586807711 40.4254356716893, -79.92589313602586 40.42542692396949, -79.92582943918403 40.42542462830832, -79.9257659076322 40.42542882505318, -79.92570367145099 40.42543943966394)",53.64226514660588
337,1241950528,5024,Superpave,,Completed,MONITOR ST,2014,2014-05-30,SALINE ST,MONITOR ST,,"LINESTRING (-79.92632211571004 40.4255041325416, -79.92595586807711 40.4254356716893, -79.92589313602586 40.42542692396949, -79.92582943918403 40.42542462830832, -79.9257659076322 40.42542882505318, -79.92570367145099 40.42543943966394)",53.64226514660588
338,150010489,3492,Base Repair,,Completed,CLARISSA ST,2009,2009-09-11,WICHITA WAY,MILWAUKEE ST,,"LINESTRING (-79.96151641162425 40.45419798099266, -79.96127411712752 40.45398895572244, -79.96119644249983 40.45392222386826)",40.91834888041063
339,150010489,3492,Base Repair,,Completed,CLARISSA ST,2009,2009-09-11,WICHITA WAY,MILWAUKEE ST,,"LINESTRING (-79.96151641162425 40.45419798099266, -79.96127411712752 40.45398895572244, -79.96119644249983 40.45392222386826)",40.91834888041063
340,1414520651,3492,Mill and Overlay,,Completed,CLARISSA ST,2009,2009-09-11,WICHITA WAY,MILWAUKEE ST,,"LINESTRING (-79.96151641162425 40.45419798099266, -79.96127411712752 40.45398895572244, -79.96119644249983 40.45392222386826)",40.91834888041063
341,1414520651,3492,Mill and Overlay,,Completed,CLARISSA ST,2009,2009-09-11,WICHITA WAY,MILWAUKEE ST,,"LINESTRING (-79.96151641162425 40.45419798099266, -79.96127411712752 40.45398895572244, -79.96119644249983 40.45392222386826)",40.91834888041063
342,2141087826,2426,Base Repair,,Completed,TENNYSON AVE,2009,2009-08-10,BIGELOW BLVD,FIFTH AVE,,"LINESTRING (-79.95317349527257 40.44557377555149, -79.95343234122842 40.44578233067747, -79.95367920186176 40.44598150296349, -79.95392651704265 40.44618075190969, -79.95417383312181 40.44638000094888, -79.9544207009417 40.44657925760092, -79.95467586919479 40.44678496230533, -79.95478244981166 40.4468706239896)",198.4163574140734
343,2141087826,2426,Base Repair,,Completed,TENNYSON AVE,2009,2009-08-10,BIGELOW BLVD,FIFTH AVE,,"LINESTRING (-79.95317349527257 40.44557377555149, -79.95343234122842 40.44578233067747, -79.95367920186176 40.44598150296349, -79.95392651704265 40.44618075190969, -79.95417383312181 40.44638000094888, -79.9544207009417 40.44657925760092, -79.95467586919479 40.44678496230533, -79.95478244981166 40.4468706239896)",198.4163574140734
344,223751238,2426,Superpave,,Completed,TENNYSON AVE,2009,2009-08-24,BIGELOW BLVD,FIFTH AVE,,"LINESTRING (-79.95317349527257 40.44557377555149, -79.95343234122842 40.44578233067747, -79.95367920186176 40.44598150296349, -79.95392651704265 40.44618075190969, -79.95417383312181 40.44638000094888, -79.9544207009417 40.44657925760092, -79.95467586919479 40.44678496230533, -79.95478244981166 40.4468706239896)",198.4163574140734
345,223751238,2426,Superpave,,Completed,TENNYSON AVE,2009,2009-08-24,BIGELOW BLVD,FIFTH AVE,,"LINESTRING (-79.95317349527257 40.44557377555149, -79.95343234122842 40.44578233067747, -79.95367920186176 40.44598150296349, -79.95392651704265 40.44618075190969, -79.95417383312181 40.44638000094888, -79.9544207009417 40.44657925760092, -79.95467586919479 40.44678496230533, -79.95478244981166 40.4468706239896)",198.4163574140734
346,1423612021,4146,Base Repair,,Completed,MCDONALD ST,2010,2010-08-16,DEAD END,VENUS WAY,,"LINESTRING (-79.91407175334957 40.46626452540865, -79.91376021221913 40.46640112537947, -79.91353111127897 40.4665019450352)",52.8909651761503
347,1423612021,4146,Base Repair,,Completed,MCDONALD ST,2010,2010-08-16,DEAD END,VENUS WAY,,"LINESTRING (-79.91407175334957 40.46626452540865, -79.91376021221913 40.46640112537947, -79.91353111127897 40.4665019450352)",52.8909651761503
348,1727588827,4146,Mill and Overlay,,Completed,MCDONALD ST,2010,2010-08-16,DEAD END,VENUS WAY,,"LINESTRING (-79.91407175334957 40.46626452540865, -79.91376021221913 40.46640112537947, -79.91353111127897 40.4665019450352)",52.8909651761503
349,1727588827,4146,Mill and Overlay,,Completed,MCDONALD ST,2010,2010-08-16,DEAD END,VENUS WAY,,"LINESTRING (-79.91407175334957 40.46626452540865, -79.91376021221913 40.46640112537947, -79.91353111127897 40.4665019450352)",52.8909651761503
350,1186226899,15424,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FINANCE ST,THOMAS ST,,"LINESTRING (-79.8938820894912 40.44886792777935, -79.89370346219189 40.44909991546205, -79.89352229894855 40.44933692611979, -79.89334067936105 40.44957377324551, -79.89315905528194 40.44981053408712, -79.89297743299949 40.45004738022732, -79.89279672430368 40.45028472455369, -79.89278439223146 40.45030169262908, -79.89262238556154 40.45052461030494, -79.89252150834839 40.45067278053704)",231.3013468828629
351,1186226899,15424,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,FINANCE ST,THOMAS ST,,"LINESTRING (-79.8938820894912 40.44886792777935, -79.89370346219189 40.44909991546205, -79.89352229894855 40.44933692611979, -79.89334067936105 40.44957377324551, -79.89315905528194 40.44981053408712, -79.89297743299949 40.45004738022732, -79.89279672430368 40.45028472455369, -79.89278439223146 40.45030169262908, -79.89262238556154 40.45052461030494, -79.89252150834839 40.45067278053704)",231.3013468828629
352,1114044496,15424,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,FINANCE ST,THOMAS ST,,"LINESTRING (-79.8938820894912 40.44886792777935, -79.89370346219189 40.44909991546205, -79.89352229894855 40.44933692611979, -79.89334067936105 40.44957377324551, -79.89315905528194 40.44981053408712, -79.89297743299949 40.45004738022732, -79.89279672430368 40.45028472455369, -79.89278439223146 40.45030169262908, -79.89262238556154 40.45052461030494, -79.89252150834839 40.45067278053704)",231.3013468828629
353,1114044496,15424,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,FINANCE ST,THOMAS ST,,"LINESTRING (-79.8938820894912 40.44886792777935, -79.89370346219189 40.44909991546205, -79.89352229894855 40.44933692611979, -79.89334067936105 40.44957377324551, -79.89315905528194 40.44981053408712, -79.89297743299949 40.45004738022732, -79.89279672430368 40.45028472455369, -79.89278439223146 40.45030169262908, -79.89262238556154 40.45052461030494, -79.89252150834839 40.45067278053704)",231.3013468828629
354,948096160,3164,Base Repair,,Completed,WESTMORELAND AVE,2010,2010-08-19,DEAD END,JOSHUA ST,,"LINESTRING (-79.8923429529143 40.46957943080245, -79.8920112643687 40.46970604786571, -79.89169450851804 40.46983590601552, -79.89155051306957 40.46991502696917, -79.89133682542305 40.47013470045023, -79.89113231227053 40.47036021069625, -79.89092781349105 40.47058623545634, -79.89072467386258 40.47081266333411, -79.89053760239962 40.47102146063193)",226.9088271210658
355,948096160,3164,Base Repair,,Completed,WESTMORELAND AVE,2010,2010-08-19,DEAD END,JOSHUA ST,,"LINESTRING (-79.8923429529143 40.46957943080245, -79.8920112643687 40.46970604786571, -79.89169450851804 40.46983590601552, -79.89155051306957 40.46991502696917, -79.89133682542305 40.47013470045023, -79.89113231227053 40.47036021069625, -79.89092781349105 40.47058623545634, -79.89072467386258 40.47081266333411, -79.89053760239962 40.47102146063193)",226.9088271210658
356,1302818708,3164,Mill and Overlay,,Completed,WESTMORELAND AVE,2010,2010-08-19,DEAD END,JOSHUA ST,,"LINESTRING (-79.8923429529143 40.46957943080245, -79.8920112643687 40.46970604786571, -79.89169450851804 40.46983590601552, -79.89155051306957 40.46991502696917, -79.89133682542305 40.47013470045023, -79.89113231227053 40.47036021069625, -79.89092781349105 40.47058623545634, -79.89072467386258 40.47081266333411, -79.89053760239962 40.47102146063193)",226.9088271210658
357,1302818708,3164,Mill and Overlay,,Completed,WESTMORELAND AVE,2010,2010-08-19,DEAD END,JOSHUA ST,,"LINESTRING (-79.8923429529143 40.46957943080245, -79.8920112643687 40.46970604786571, -79.89169450851804 40.46983590601552, -79.89155051306957 40.46991502696917, -79.89133682542305 40.47013470045023, -79.89113231227053 40.47036021069625, -79.89092781349105 40.47058623545634, -79.89072467386258 40.47081266333411, -79.89053760239962 40.47102146063193)",226.9088271210658
358,269883447,7318,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,MEADE ST,PENN AVE,,"LINESTRING (-79.89516214116037 40.44713251132684, -79.89513690748403 40.44717253671861, -79.89497895041943 40.44741847198939, -79.89486565669242 40.44757142208989, -79.89468815049059 40.44781016836878, -79.89453552941876 40.44801207183362)",111.2473518293853
359,269883447,7318,Base Repair,,Completed,N BRADDOCK AVE,2014,2014-04-15,MEADE ST,PENN AVE,,"LINESTRING (-79.89516214116037 40.44713251132684, -79.89513690748403 40.44717253671861, -79.89497895041943 40.44741847198939, -79.89486565669242 40.44757142208989, -79.89468815049059 40.44781016836878, -79.89453552941876 40.44801207183362)",111.2473518293853
360,317893503,7318,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,MEADE ST,PENN AVE,,"LINESTRING (-79.89516214116037 40.44713251132684, -79.89513690748403 40.44717253671861, -79.89497895041943 40.44741847198939, -79.89486565669242 40.44757142208989, -79.89468815049059 40.44781016836878, -79.89453552941876 40.44801207183362)",111.2473518293853
361,317893503,7318,Mill and Overlay,,Completed,N BRADDOCK AVE,2014,2014-04-15,MEADE ST,PENN AVE,,"LINESTRING (-79.89516214116037 40.44713251132684, -79.89513690748403 40.44717253671861, -79.89497895041943 40.44741847198939, -79.89486565669242 40.44757142208989, -79.89468815049059 40.44781016836878, -79.89453552941876 40.44801207183362)",111.2473518293853
362,1767025722,16768,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,GEORGE ST,PAULDING AVE,,"LINESTRING (-80.05215781618061 40.45921953847292, -80.05243029137596 40.45942168515838, -80.05266869616753 40.45959988360792, -80.05292423183157 40.45979275619275, -80.0531306619889 40.4599425005749)",115.1275738603958
363,1767025722,16768,Base Repair,,Completed,SACRAMENTO AVE,2012,2012-08-29,GEORGE ST,PAULDING AVE,,"LINESTRING (-80.05215781618061 40.45921953847292, -80.05243029137596 40.45942168515838, -80.05266869616753 40.45959988360792, -80.05292423183157 40.45979275619275, -80.0531306619889 40.4599425005749)",115.1275738603958
364,890704983,16768,Mill and Overlay,,Completed,SACRAMENTO AVE,2012,2012-08-29,GEORGE ST,PAULDING AVE,,"LINESTRING (-80.05215781618061 40.45921953847292, -80.05243029137596 40.45942168515838, -80.05266869616753 40.45959988360792, -80.05292423183157 40.45979275619275, -80.0531306619889 40.4599425005749)",115.1275738603958
365,890704983,16768,Mill and Overlay,,Completed,SACRAMENTO AVE,2012,2012-08-29,GEORGE ST,PAULDING AVE,,"LINESTRING (-80.05215781618061 40.45921953847292, -80.05243029137596 40.45942168515838, -80.05266869616753 40.45959988360792, -80.05292423183157 40.45979275619275, -80.0531306619889 40.4599425005749)",115.1275738603958
366,153288045,16536,Base Repair,,Completed,26TH ST,2011,2011-09-20,MULBERRY WAY,SMALLMAN ST,,"LINESTRING (-79.97926730938636 40.45560111565796, -79.97902507866999 40.45539590069387, -79.97887391376725 40.45526778636064)",49.8352213982985
