,id,street_id,activity,task_description,status,street,start_year,stop_date_actual,route_ahead,route_back,program_year
710,658151370,725,Superpave,,Completed,S 18TH ST,2015,2015-04-21,GREGORY ST,MISSION ST BRG,
711,594044758,13373,Superpave,,Completed,SMALLMAN ST,2011,2011-08-24,31ST ST,30TH ST,
712,1121529759,13306,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-06-27,GETTYSBURG ST,BEECHWOOD LN,
713,891408663,15282,Superpave,,Completed,KATHLEEN ST,2010,2010-06-01,ESTELLA AVE,HABERMAN AVE,
714,699025220,16670,Superpave,,Completed,W NORTH AVE,2014,2014-05-31,ARCH ST,REDDOUR ST,
715,1848234438,15385,Superpave,,Completed,FRANKSTOWN AVE,2014,2014-05-01,N BRADDOCK AVE,COLLIER ST,
716,953534713,3536,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,PERRY ST,ELMORE ST,
717,1504969440,8678,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,JOSH GIBSON DR,IRWIN AVE,
718,376687110,16160,Superpave,,Completed,40TH ST,2009,2009-08-04,WOOLSLAYER WAY,PENN AVE,
719,1398984488,3890,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,PREBLE AVE,CANTRIL ST,
720,625776868,10655,Superpave,,Completed,CRAFT AVE,2009,2009-09-19,HAMLET ST,FORBES AVE,
721,1896245801,12921,Superpave,,Completed,LIBERTY AVE,2011,2011-05-11,MAGER ST,CANOE WAY,
722,1192153251,4494,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,WATT LN,JUNILLA ST,
723,1237261272,12005,Superpave,,Completed,SHADY AVE,2009,2009-06-10,WALNUT ST,ALDER ST,
724,2121980220,19892,Superpave,,Completed,DAHLEM PL,2010,2010-07-28,BAKERY SQUARE WAY,BAKERY SQUARE BLVD,
725,1727143642,12479,Superpave,,Completed,KATHLEEN ST,2010,2010-06-01,JUDICIAL ST,ESTELLA AVE,
726,1019055050,14257,Superpave,,Completed,PIONEER AVE,2014,2014-05-07,STETSON ST,SOUTHCREST DR,
727,1782016352,9621,Superpave,,Completed,BROOKLINE BLVD,2014,2014-05-06,EDGEBROOK AVE,CREEDMOOR AVE,
728,277120708,12201,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,LINWOOD AVE,KIMBERLIN ST,
729,464387828,19476,Superpave,,Completed,FIFTH AVE,2014,2014-05-02,BEECHWOOD BLVD,DENNISTON ST,
730,1238722575,13767,Superpave,,Completed,PENN AVE,2013,2013-09-05,N ATLANTIC AVE,N PACIFIC AVE,
731,1387699292,1933,Superpave,,Completed,STANTON AVE,2011,2011-07-21,POE WAY,DUNCAN ST,
732,1732103945,10408,Superpave,,Completed,BROWNSVILLE RD,2014,2014-09-26,NEWETT ST,W CHERRYHILL ST,
733,536303988,1107,Superpave,,Completed,LIBERTY AVE,2011,2011-05-11,MAIN ST,MAGER ST,
734,1416084024,12636,Superpave,,Completed,SECOND AVE,2014,2014-05-15,BRADY ST,10TH ST BRG,
735,1513891169,17797,Superpave,,Completed,LILAC ST,2010,2010-07-07,BEECHWOOD BLVD,MURRAY AVE,
736,1363094697,14436,Superpave,,Completed,FORBES AVE,2009,2009-07-01,AYLESBORO AVE,NORTHUMBERLAND ST,
737,112692482,20209,Superpave,,Completed,N HIGHLAND AVE,2011,2011-10-06,N HIGHLAND AVE,STATION ST,
738,1799084941,14991,Superpave,,Completed,KNOX AVE,2010,2010-09-10,SYLVANIA WAY,ORCHARD PL,
739,213133354,19505,Superpave,,Completed,BAUM SQ,2015,2015-04-16,S HIGHLAND AVE,S WHITFIELD ST,
740,1526946066,9748,Superpave,,Completed,ORMSBY ST,2009,2009-10-08,COMO ST,OTTILLIA ST,
741,1916895523,3466,Superpave,,Completed,GLENBURY ST,2010,2010-07-02,TRANSPORT ST,SAW MILL RUN BLVD,
742,536991778,997,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,WILSON AVE,CRISPEN ST,
743,987220169,18892,Superpave,,Completed,STANTON AVE,2011,2011-07-21,DRESDEN WAY,BUTLER ST,
744,639904741,15199,Superpave,,Completed,LIBERTY AVE,2011,2011-05-11,S MATHILDA ST,EDMOND ST,
745,575039084,7349,Superpave,,Completed,ONEIDA ST,2010,2010-06-02,PONKA WAY,GRANDVIEW AVE,
746,1444587069,3126,Superpave,,Completed,HERRON AVE,2010,2010-08-24,HANCOCK ST,PHELAN WAY,
747,979546733,775,Superpave,,Completed,S NEGLEY AVE,2011,2011-08-26,ELWOOD ST,ELMER ST,
748,1033188336,234,Superpave,,Completed,MOBILE HOME CT,2010,2010-10-12,MOBILE HOME CT,DEAD END,
749,379110140,13614,Superpave,,Completed,SHADY AVE,2014,2014-08-19,AYLESBORO AVE,AYLESBORO AVE,
750,1863829161,6204,Superpave,,Completed,40TH ST,2009,2009-08-04,CLEMENT WAY,HOWLEY ST,
751,1343516801,6550,Superpave,,Completed,MARTERA PL,2010,2010-08-20,DEAD END,MARTERA PL,
752,1829336132,958,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,BRANCHPORT ST,BEAVER AVE,
753,534819447,4800,Superpave,,Completed,POTOMAC AVE,2009,2009-07-22,BANKSVILLE RD,DODDS AVE,
754,1993535210,19145,Superpave,,Completed,HIGHLAND DR,2009,2009-11-12,,,
755,1229514174,19217,Superpave,,Completed,NEGLEY RUN BLVD,2014,2014-04-10,WASHINGTON BLVD,NEGLEY RUN BLVD,
756,70433014,5041,Superpave,,Completed,ONEIDA ST,2010,2010-06-02,W SYCAMORE ST,PIERMONT ST,
757,1715416619,10926,Superpave,,Completed,S NEGLEY AVE,2011,2011-08-26,CENTRE AVE,ROUP AVE,
758,157686093,17504,Superpave,,Completed,PARK HILL DR,2011,2011-06-23,WHITE PINE PLACE,EAST HILLS DR,
759,1351071728,4446,Superpave,,Completed,KIRKPATRICK ST,2009,2009-09-11,ALLEQUIPPA ST,FIFTH AVE,
760,320435562,15278,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-10-25,HAZELWOOD AVE,SALINE ST,
761,1930277677,2413,Superpave,,Completed,WIND GAP AVE,2014,2014-07-15,CHARTIERS AVE,BELHURST AVE,
762,994436650,124,Superpave,,Completed,S 18TH ST,2010,2010-09-09,QUARRY WAY,RUGRAFF ST,
763,1974265711,18867,Superpave,,Completed,MOREWOOD AVE,2010,2010-04-30,ELLSWORTH AVE,BAYARD ST,
764,183981600,16213,Superpave,,Completed,KNOX AVE,2010,2010-09-10,ROCHELLE ST,ELSINBURG WAY,
765,1283386685,16962,Superpave,,Completed,S 18TH ST,2015,2015-04-21,CROSMAN ST,GREGORY ST,
766,1229517733,15686,Superpave,,Completed,PIONEER AVE,2014,2014-05-07,NORTHCREST DR,CADET AVE,
767,936620039,4783,Superpave,,Completed,SMALLMAN ST,2010,2010-08-04,22ND ST,21ST ST,
768,512636485,8734,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,TRENT ST,ERIN ST,
769,1159476767,11296,Superpave,,Completed,FRANKSTOWN AVE,2014,2014-05-01,COLLIER ST,STERRETT ST,
770,87182575,9286,Superpave,,Completed,S 18TH ST,2010,2010-09-09,PIUS ST,JOSEPHINE ST,
771,1901890565,5329,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-06-27,W LYNDHURST DR,LYNDHURST DR,
772,1740013743,17748,Superpave,,Completed,S BELLEFIELD AVE,2013,2013-08-10,FORBES AVE,FILMORE ST,
773,1033176782,16593,Superpave,,Completed,S NEGLEY AVE,2014,2014-06-09,FAIR OAKS ST,LYNNE HAVEN RD,
774,292376550,17270,Superpave,,Completed,NEPTUNE ST,2010,2010-10-12,WABASH ST,ALEXANDER ST,
775,208911830,7445,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,DUFF ST,UNNAMED10GL WAY,
776,693654971,19340,Superpave,,Completed,STANTON AVE,2011,2011-07-21,CELADINE ST,52ND ST,
777,63238392,17356,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-06-27,REYNOLDS ST,FIFTH AVE,
778,1852711405,18902,Superpave,,Completed,KNOX AVE,2010,2010-09-10,JUCUNDA ST,SYLVANIA WAY,
779,2048522883,9007,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,WATT ST,WATT LN,
780,855685461,17968,Superpave,,Completed,EAST ST,2009,2009-08-04,VENTURE ST,MT PLEASANT RD,
781,493795996,8676,Superpave,,Completed,STEWART AVE,2010,2010-06-30,PARKDALE ST,PARKDALE AVE,
782,1342129857,17925,Superpave,,Completed,STEWART AVE,2010,2010-06-30,VIDA WAY,BROWNSVILLE RD,
783,979368918,15781,Superpave,,Completed,OLIVER AVE,2010,2010-06-29,WILLIAM PENN PL,SMITHFIELD ST,
784,1109610051,1574,Superpave,,Completed,CRANE AVE,2010,2010-07-23,BRASHEAR HIGH DR,SAW MILL RUN BLVD,
785,506380916,8737,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,JUNILLA ST,DUFF ST,
786,696973697,11027,Superpave,,Completed,CENTRE AVE,2013,2013-07-16,CHESNEY WAY,N DITHRIDGE ST,
787,1766786541,7052,Superpave,,Completed,PENN AVE,2013,2013-09-05,STRATFORD AVE,S FAIRMOUNT ST,
788,1930973970,9757,Superpave,,Completed,BLVD OF THE ALLIES,2009,2009-09-16,WELSFORD ST,JULIET ST,
789,866581914,6371,Superpave,,Completed,S 10TH ST,2011,2011-09-13,MURIEL ST,10TH ST BRG,
790,965706793,1540,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,NUBLOCK ST,IRWIN AVE,
791,1847755695,16788,Superpave,,Completed,MERRIMAC ST,2010,2010-06-01,W SYCAMORE ST,EBBS WAY,
792,1936250,10038,Superpave,,Completed,S 18TH ST,2010,2010-09-09,EDWARDS WAY,MARY ST,
793,1709499504,19475,Superpave,,Completed,FIFTH AVE,2011,2011-10-05,CLYDE ST,NEVILLE ST,
794,1262008048,16302,Superpave,,Completed,KIRKPATRICK ST,2009,2009-09-11,BENTLEY DR,GAZZAM ST,
795,542070681,2396,Superpave,,Completed,MIDDLETOWN RD,2009,2009-11-03,BERRY ST,OAKGLEN ST,
796,701380650,10768,Superpave,,Completed,BRIGHTON WOODS RD,2009,2009-11-04,CARPENTER LN,BRIGHTON WOODS RD,
797,397345314,18121,Superpave,,Completed,WOODRUFF ST,2011,2011-08-10,MERRIMAC ST,KEARSARGE ST,
798,844332312,169,Superpave,,Completed,FORBES AVE,2015,2015-04-30,SENECA ST,JUMONVILLE ST,
799,2011588496,13023,Superpave,,Completed,KIRKPATRICK ST,2009,2009-09-11,GAZZAM ST,ALLEQUIPPA ST,
800,1846522912,6103,Superpave,,Completed,ELLSWORTH AVE,2009,2009-06-22,ST JAMES ST,ST JAMES PL,
801,1266626807,19362,Superpave,,Completed,EAST LIBERTY BLVD,2014,2014-05-02,HAMILTON AVE,FRANKSTOWN AVE,
802,1858126193,11898,Superpave,,Completed,SHADY AVE,2009,2009-06-10,MARCHAND ST,AURELIA ST,
803,404221822,14190,Superpave,,Completed,SHADY AVE,2014,2014-08-19,MARLBOROUGH AVE,AYLESBORO AVE,
804,135511503,1050,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-06-27,LYNDHURST DR,MELLON PARK RD,
805,625304802,16705,Superpave,,Completed,ELLSWORTH AVE,2010,2010-08-25,LEHIGH AVE,LAMONT PL,
806,702568253,6458,Superpave,,Completed,RIDGE AVE,2010,2010-04-26,GALVESTON AVE,ROPE WAY,
807,357458517,269,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,BELINDA ST,KIRKPATRICK ST,
808,465507059,10598,Superpave,,Completed,KATHLEEN ST,2010,2010-06-01,HABERMAN AVE,HABERMAN AVE,
809,1979255558,20340,Superpave,,Completed,LIBERTY AVE,2011,2011-05-11,MAIN ST,MAIN ST,
810,1768974812,6818,Superpave,,Completed,CENTRE AVE,2013,2013-07-16,N CRAIG ST,CHESNEY WAY,
811,701441949,1865,Superpave,,Completed,KNOX AVE,2010,2010-09-11,ELSINBURG WAY,ZARA ST,
812,778750955,16038,Superpave,,Completed,FORBES AVE,2009,2009-07-01,MURRAY AVE,FORBES TER,
813,845083001,1743,Superpave,,Completed,GLENBURY ST,2010,2010-07-02,SELDON ST,PINECASTLE AVE,
814,1042827246,899,Superpave,,Completed,SHADY AVE,2014,2014-08-19,FORBES AVE,MARLBOROUGH AVE,
815,1243843040,17869,Superpave,,Completed,WOODS RUN AVE,2009,2009-07-24,DYER ST,BIRKHOFF ST,
816,1935239721,18629,Superpave,,Completed,BARRY ST,2010,2010-09-17,HOLT ST,MISSION ST,
817,328415998,4449,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,CANTRIL ST,ISLAND AVE,
818,269909253,14493,Superpave,,Completed,PIONEER AVE,2014,2014-05-07,CADET AVE,WEST LIBERTY AVE,
819,1464760837,533,Superpave,,Completed,HOBART ST,2010,2010-06-04,SHADY AVE,MURRAY AVE,
820,1850581807,19473,Superpave,,Completed,FIFTH AVE,2014,2014-06-26,WILKINS AVE,AMBERSON AVE,
821,2104131670,6300,Superpave,,Completed,MERRIMAC ST,2010,2010-06-01,WOODRUFF ST,OMAHA ST,
822,997936571,17085,Superpave,,Completed,STANTON AVE,2011,2011-07-21,52ND ST,POE WAY,
823,417597068,4607,Superpave,,Completed,RIDGE AVE,2010,2010-04-27,RIDGE PL,W OHIO ST,
824,940227160,19216,Superpave,,Completed,NEGLEY RUN BLVD,2014,2014-04-10,WASHINGTON BLVD,COLLINS AVE,
825,700761268,6563,Superpave,,Completed,S BELLEFIELD AVE,2013,2013-08-10,FILMORE ST,FIFTH AVE,
826,621541121,6989,Superpave,,Completed,ELLSWORTH AVE,2009,2009-06-22,MOORHEAD PL,ELLSWORTH PL,
827,2013388082,5501,Superpave,,Completed,KATHLEEN ST,2010,2010-06-01,CUSHMAN WAY,RUTH ST,
828,1029300175,6457,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,CHAUNCEY ST,SOMERS ST,
829,1104646182,7722,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,CROSS ST,IZORA ST,
830,597469987,13266,Superpave,,Completed,REALTY AVE,2010,2010-06-14,CROSBY AVE,CATALPA ST,
831,427908218,12878,Superpave,,Completed,BRIGHTON RD,2014,2014-06-11,NUBLOCK ST,BRIGHTON PL,
832,720731491,19468,Superpave,,Completed,FIFTH AVE,2010,2010-07-31,WASHINGTON PL,DIAMOND ST,
833,140426805,1895,Superpave,,Completed,RIDGE AVE,2010,2010-04-27,BRIGHTON RD,RIDGE PL,
834,110911462,10972,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,ISLAND AVE,BEAVER AVE RAMP,
835,1506815463,11427,Superpave,,Completed,FOURTH AVE,2010,2010-06-28,SMITHFIELD ST,WOOD ST,
836,876559367,2287,Superpave,,Completed,S NEGLEY AVE,2014,2014-05-02,FRIENDSHIP AVE,CORAL ST,
837,2080235064,8238,Superpave,,Completed,ELLSWORTH AVE,2009,2009-08-07,MOREWOOD AVE,DEVONSHIRE ST,
838,1207121346,15909,Superpave,,Completed,BLVD OF THE ALLIES,2009,2009-09-16,WARD ST,WELSFORD ST,
839,1692836461,11084,Superpave,,Completed,MERRIMAC ST,2010,2010-06-01,OMAHA ST,VIRGINIA AVE,
840,444719840,9122,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,NORTH AVE,KROLL DR,
841,1155422666,4899,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,LAWSON ST,BELINDA ST,
842,1038776680,4020,Superpave,,Completed,BROWNSVILLE RD,2014,2014-09-26,W CHERRYHILL ST,E CHERRYHILL ST,
843,713389373,1249,Superpave,,Completed,ST JOSEPH ST,2009,2009-10-08,MOUNTAIN AVE,ORMSBY ST,
844,1845544658,9990,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,CRISPEN ST,UNNAMED46E WAY,
845,737143004,17164,Superpave,,Completed,BEAVER AVE,2010,2010-07-07,DOERR ST,BEAVER AVE,
846,1577813537,6827,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-06-27,HASTINGS ST,GETTYSBURG ST,
847,804058090,16016,Superpave,,Completed,S 18TH ST,2010,2010-09-09,JOSEPHINE ST,EDWARDS WAY,
848,1385995754,7385,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,UNNAMED46E WAY,KENN AVE,
849,254917122,11079,Superpave,,Completed,BARRY ST,2010,2010-09-17,MCCORD ST,JOSEPHINE ST,
850,233561723,14096,Superpave,,Completed,STANTON AVE,2010,2010-05-04,WOODBINE ST,WOODBINE ST,
851,118523521,14380,Superpave,,Completed,CRANE AVE,2010,2010-07-23,LOWENHILL ST,BRASHEAR HIGH DR,
852,1129816703,9254,Superpave,,Completed,S 17TH ST,2009,2009-10-12,E CARSON ST,WRIGHTS WAY,
853,150846652,14605,Superpave,,Completed,BROWNSVILLE RD,2014,2014-09-26,COPPERFIELD AVE,CRAILO AVE,
854,1262992803,6359,Superpave,,Completed,28TH ST,2010,2010-08-23,MULBERRY WAY,SMALLMAN ST,
855,1064457308,7756,Superpave,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST,
856,1040353334,10130,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,ECKERT ST,DOERR ST,
857,1664314916,6684,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,CHATEAU ST,BEAVER AVE RAMP,
858,1993018121,18043,Superpave,,Completed,BRIGHTON WOODS RD,2009,2009-11-04,LAMPLIGHTER CIR,CHANDLER PL,
859,1476608362,15609,Superpave,,Completed,FOURTH AVE,2010,2010-06-28,CHERRY WAY,SMITHFIELD ST,
860,1582056120,6214,Superpave,,Completed,S NEGLEY AVE,2011,2011-08-26,WALNUT ST,ELWOOD ST,
861,1073317489,16498,Superpave,,Completed,S 10TH ST,2011,2011-09-13,BINGHAM ST,MURIEL ST,
862,2144450665,14997,Superpave,,Completed,MIDDLETOWN RD,2009,2009-11-03,MARTERA PL,STEUBEN ST,
863,1797419661,8384,Superpave,,Completed,S NEGLEY AVE,2014,2014-05-02,EVA ST,HUGUS PL,
864,164128856,10238,Superpave,,Completed,FIFTH AVE,2011,2011-10-05,NEVILLE ST,N CRAIG ST,
865,373893016,7582,Superpave,,Completed,S NEGLEY AVE,2014,2014-05-02,BAUM BLVD,FRIENDSHIP AVE,
866,289341287,4124,Superpave,,Completed,BRIGHTON WOODS RD,2009,2009-11-04,BOOKBINDER CIR,CARPENTER LN,
867,1888819405,8218,Superpave,,Completed,W NORTH AVE,2014,2014-05-31,PALO ALTO ST,SHERMAN AVE,
868,504863654,12383,Superpave,,Completed,HAMILTON AVE,2010,2010-08-17,N MURTLAND ST,N DALLAS AVE,
869,1958499727,8125,Superpave,,Completed,FORBES AVE,2014,2014-07-30,WIGHTMAN ST,MURDOCH RD,
870,162804940,11958,Superpave,,Completed,BEECHNUT DR,2010,2010-09-20,MAZETTE RD,DEAD END,
871,1468188149,10832,Superpave,,Completed,40TH ST,2009,2009-08-04,MINTWOOD ST,WOOLSLAYER WAY,
872,1367645584,14988,Superpave,,Completed,BAUM SQ,2015,2015-04-16,TRADE ST,BEATTY SQ,
873,1154663797,3231,Superpave,,Completed,FORBES AVE,2015,2015-04-30,MOULTRIE ST,SENECA ST,
874,102766848,421,Superpave,,Completed,MOREWOOD AVE,2010,2010-04-30,BAYARD RD,WALLINGFORD ST,
875,1252299491,12603,Superpave,,Completed,MAYTIDE ST,2010,2010-06-16,WINDFALL WAY,BROWNSVILLE RD,
876,1124904404,19367,Superpave,,Completed,WOODS RUN AVE,2009,2009-07-24,UNNAMED115KP WAY,OAKDALE ST,
877,675643730,15719,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,FARRIS ST,STRAUSS ST,
878,67274429,8263,Superpave,,Completed,S 17TH ST,2009,2009-10-12,BINGHAM ST,SIDNEY ST,
879,1340840884,17908,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-06-27,BEECHWOOD LN,BEECHWOOD CT,
880,646080989,6480,Superpave,,Completed,MOSSFIELD ST,2014,2014-04-17,SCHENLEY AVE,MORA WAY,
881,1013512493,19131,Superpave,,Completed,BRIGHTON WOODS RD,2009,2009-11-04,COBBLER CIR,BOOKBINDER CIR,
882,15414002,9445,Superpave,,Completed,PAULSON AVE,2009,2009-08-14,AUBURN ST,DIX WAY,
883,874083344,12636,Superpave,,Completed,SECOND AVE,2009,2009-09-18,BRADY ST,10TH ST BRG,
884,850625474,8317,Superpave,,Completed,WEBSTER AVE,2009,2009-05-08,WOOSTER ST,TRENT ST,
885,438517260,9827,Superpave,,Completed,ELLSWORTH AVE,2009,2009-08-07,DEVONSHIRE ST,ELLSWORTH TER,
886,1379049918,9530,Superpave,,Completed,KATHLEEN ST,2010,2010-06-01,LACLEDE ST,HARWOOD ST,
887,605651735,2428,Superpave,,Completed,BROWNSVILLE RD,2014,2014-09-26,THIELMAN AVE,E MEYERS ST,
888,1730658281,4583,Superpave,,Completed,HERRON AVE,2010,2010-08-24,RUTHVEN ST,DOBSON ST,
889,476691897,10176,Superpave,,Completed,BAKER ST,2010,2010-05-19,ZOO DRWY,GALLATIN ST,
890,117657043,17754,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,BIZET ST,CROSS ST,
891,1747769998,7847,Superpave,,Completed,40TH ST,2009,2009-08-04,LIBERTY AVE,CLEMENT WAY,
892,903853178,15049,Superpave,,Completed,KNOX AVE,2010,2010-09-10,RENTZ WAY,JUCUNDA ST,
893,1729307940,8347,Superpave,,Completed,WABASH ST,2010,2010-10-12,S MAIN ST,VIOLET WAY,
894,1464619554,18612,Superpave,,Completed,LINDBERG AVE,2010,2010-05-27,KINLEY WAY,LITTLE ST,
895,604598992,9153,Superpave,,Completed,40TH ST,2009,2009-08-04,HOWLEY ST,CABINET WAY,
896,205800876,5668,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,IZORA ST,FARRIS ST,
897,1721222181,14756,Superpave,,Completed,FRANKSTOWN AVE,2014,2014-05-01,STERRETT ST,N HOMEWOOD AVE,
898,1728311417,19221,Superpave,,Completed,NEGLEY RUN BLVD,2014,2014-04-10,NEGLEY RUN BLVD,COLLINS AVE,
899,1504461475,6155,Superpave,,Completed,BEECHVIEW AVE,2010,2010-06-11,BROADWAY AVE,SEBRING AVE,
900,1579065673,3143,Superpave,,Completed,N CHARLES ST,2011,2011-08-16,KIMBERLIN ST,WILSON AVE,
901,478818943,4629,Superpave,,Completed,BROWNSVILLE RD,2014,2014-09-26,E AGNEW AVE,COPPERFIELD AVE,
902,1463741723,17853,Superpave,,Completed,S 10TH ST,2011,2011-09-13,CABOT WAY,BINGHAM ST,
903,75421501,12679,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,COLUMBUS AVE,CHATEAU ST RAMP,
904,1258037243,13714,Superpave,,Completed,ARLINGTON AVE,2009,2009-10-07,KNOX AVE,PROCTOR WAY,
905,1749089066,16419,Superpave,,Completed,BRIGHTON WOODS RD,2009,2009-11-04,LAPISH RD,COBBLER CIR,
906,906709300,13436,Superpave,,Completed,HAMILTON AVE,2010,2010-08-17,N DALLAS AVE,LA SCHALL ST,
907,672276295,16214,Superpave,,Completed,OLIVER AVE,2010,2010-06-29,GRANT ST,WILLIAM PENN PL,
908,481495506,12259,Superpave,,Completed,S NEGLEY AVE,2011,2011-08-26,FIFTH AVE,KENTUCKY AVE,
909,1129087150,3713,Superpave,,Completed,40TH ST,2009,2009-08-04,CABINET WAY,MINTWOOD ST,
910,357267460,19381,Superpave,,Completed,SHALER ST,2011,2011-07-07,WABASH ST,WELL ST,
911,756359552,16001,Superpave,,Completed,29TH ST,2010,2010-08-23,LIBERTY AVE,SPRING WAY,
912,1344685945,12973,Superpave,,Completed,ONEIDA ST,2010,2010-06-02,BASIL WAY,GILMARTIN ST,
913,158597987,17390,Superpave,,Completed,KATHLEEN ST,2010,2010-06-01,HABERMAN AVE,LACLEDE ST,
914,311391348,8375,Superpave,,Completed,BROOKLINE BLVD,2014,2014-05-06,CREEDMOOR AVE,STARKAMP ST,
915,1788455077,13833,Superpave,,Completed,S NEGLEY AVE,2014,2014-05-02,CORAL ST,EVA ST,
916,2115522825,10175,Superpave,,Completed,S NEGLEY AVE,2011,2011-08-26,ELMER ST,ELLSWORTH AVE,
917,276091864,1433,Superpave,,Completed,PAULSON AVE,2009,2009-08-14,REIMER WAY,FRANKSTOWN AVE,
918,2022592500,5021,Superpave,,Completed,ONEIDA ST,2010,2010-06-02,PIERMONT ST,PAWNEE ST,
919,1464243882,19300,Superpave,,Completed,N HIGHLAND AVE,2011,2011-10-06,EAST LIBERTY BLVD,RIPPEY ST,
920,933235858,14562,Superpave,,Completed,SMALLMAN ST,2011,2011-08-24,28TH ST,27TH ST,
921,1233800295,6016,Superpave,,Completed,PENN AVE,2013,2013-09-05,N AIKEN AVE,N ATLANTIC AVE,
922,786451626,19923,Superpave,,Completed,N CRAIG ST,2011,2011-08-31,CENTRE AVE,BAYARD ST,
923,723151577,15615,Superpave,,Completed,STANTON AVE,2011,2011-07-21,CARNEGIE ST,DRESDEN WAY,
924,1738888023,13036,Superpave,,Completed,STANTON AVE,2011,2011-07-21,NATRONA WAY,CARNEGIE ST,
925,556682021,18544,Superpave,,Completed,WIND GAP AVE,2014,2014-07-15,CLARKTON ST,CHARTIERS AVE,
926,89109816,19107,Superpave,,Completed,BEAVER AVE,2010,2010-07-17,BEAVER AVE,PREBLE AVE,
927,2020711941,3335,Superpave,,Completed,MOSSFIELD ST,2014,2014-04-17,MORA WAY,MOSSFIELD CT,
928,390284421,10547,Superpave,,Completed,SECOND AVE,2013,2013-06-22,HOT METAL ST BRG,BATES ST,
929,856382450,12015,Superpave,,Completed,28TH ST,2010,2010-08-23,PENN AVE,MULBERRY WAY,
930,445557384,18700,Superpave,,Completed,LIBERTY AVE,2011,2011-05-11,SAPPHIRE WAY,TAYLOR ST,
931,639538572,1134,Superpave,,Completed,CENTRE AVE,2014,2014-04-23,S HIGHLAND AVE,TRADE ST,
932,2127135667,10057,Superpave,,Completed,REALTY AVE,2010,2010-06-14,CATALPA ST,TONOPAH AVE,
933,172315850,3394,Superpave,,Completed,FIFTH AVE,2011,2011-10-05,DEVONSHIRE ST,CLYDE ST,
934,1757634480,2419,Superpave,,Completed,COLTART AVE,2010,2010-08-20,IROQUOIS WAY,FORBES AVE,
935,324689764,12754,Superpave,,Completed,LIBERTY AVE,2011,2011-05-11,PEARL ST,SAPPHIRE WAY,
936,2112346275,16928,Superpave,,Completed,FIFTH AVE,2011,2011-10-05,N DITHRIDGE ST,N BELLEFIELD AVE,
937,354104505,7482,Superpave,,Completed,VINIAL ST,2009,2009-07-28,VOSKAMP ST,WETTACH ST,
938,260119247,19218,Superpave,,Completed,COLLINS AVE,2014,2014-04-10,NEGLEY RUN BLVD,EAST LIBERTY BLVD,
939,1263042622,15278,Superpave,,Completed,BEECHWOOD BLVD,2011,2011-10-25,HAZELWOOD AVE,SALINE ST,
940,1815598500,8185,Superpave,,Completed,HIGHLAND DR,2009,2009-11-12,WILTSIE RD,LEMINGTON AVE,
941,1811852547,220,Superpave,,Completed,MOSSFIELD ST,2014,2014-04-17,MORA WAY,MORA WAY,
942,1906475878,15984,Superpave,,Completed,STANTON AVE,2010,2010-05-04,HAWTHORNE ST,MCCABE ST,
943,1617357557,16771,Superpave,,Completed,FIFTH AVE,2011,2011-10-05,DEVONSHIRE RD,DEVONSHIRE ST,
944,1622585228,12553,Superpave,,Completed,KATHLEEN ST,2010,2010-06-01,AZTEC WAY,KAMBACH ST,
945,59834119,18984,Superpave,,Completed,STANTON AVE,2011,2011-07-21,KENT WAY,KEYSTONE ST,
946,1776283578,12636,Superpave,,Completed,SECOND AVE,2013,2013-06-22,BRADY ST,10TH ST BRG,
